0.000168,0.00016,0.000169,0,0,0
0.055966,0.051073,0.076378,0,0,0
0.027257,0.027182,0.027329,0,0,0
0.02795,0.027989,0.027997,0,0,0
0.027714,0.02764,0.028048,0,0,0
0.027294,0.027668,0.027649,0,0,0
0.028393,0.028532,0.028562,0,0,0
0.027877,0.028089,0.027939,0,0,0
0.028254,0.02747,0.027951,0,0,0
0.027429,0.028167,0.027423,0,0,0
0.029059,0.028912,0.028901,0,0,0
0.028215,0.028281,0.029199,0,0,0
0.028084,0.028298,0.028171,0,0,0
0.028684,0.028451,0.028737,0,0,0
0.02804,0.027674,0.027786,0,0,0
0.027756,0.027651,0.02779,0,0,0
0.027574,0.028178,0.02742,0,0,0
0.026984,0.02704,0.027016,0,0,0
0.027228,0.027103,0.02715,0,0,0
0.027653,0.027488,0.027616,0,0,0
0.027668,0.027488,0.027621,0,0,0
0.027719,0.027797,0.027716,0,0,0
0.028312,0.028527,0.028209,0,0,0
0.02808,0.028281,0.02816,0,0,0
0.030075,0.030293,0.030328,0,0,0
0.029754,0.02872,0.028744,0,0,0
0.028224,0.028208,0.028308,0,0,0
0.02796,0.027941,0.027943,0,0,0
0.028409,0.028455,0.028575,0,0,0
0.028212,0.028177,0.029102,0,0,0
0.027968,0.027979,0.027846,0,0,0
0.028252,0.028485,0.028239,0,0,0
0.028818,0.028802,0.028815,0,0,0
0.028091,0.028075,0.028086,0,0,0
0.028407,0.028543,0.028433,0,0,0
0.028378,0.028257,0.028763,0,0,0
0.028227,0.028121,0.028229,0,0,0
0.028494,0.028632,0.028476,0,0,0
0.029238,0.028681,0.028678,0,0,0
0.02863,0.028582,0.028574,0,0,0
0.031868,0.029153,0.028995,0,0,0
0.030064,0.029317,0.029368,0,0,0
0.029361,0.029744,0.02937,0,0,0
0.032427,0.032894,0.032531,0,0,0
0.03056,0.030559,0.030469,0,0,0
0.029166,0.029374,0.029307,0,0,0
0.030905,0.031043,0.031375,0,0,0
0.029693,0.029752,0.029696,0,0,0
0.028976,0.029745,0.028867,0,0,0
0.033098,0.031531,0.031676,0,0,0
0.030125,0.028922,0.028973,0,0,0
0.030289,0.030131,0.029833,0,0,0
0.032145,0.030297,0.030371,0,0,0
0.02993,0.029746,0.030013,0,0,0
0.030176,0.029485,0.029826,0,0,0
0.032375,0.032359,0.032373,0,0,0
0.029932,0.028972,0.029097,0,0,0
0.029966,0.028882,0.02893,0,0,0
0.033209,0.030418,0.030388,0,0,0
0.030415,0.029401,0.029355,0,0,0
0.029423,0.029068,0.02909,0,0,0
0.032459,0.02947,0.029323,0,0,0
0.030111,0.028842,0.028841,0,0,0
0.028271,0.028263,0.028373,0,0,0
NaN,NaN,NaN,0,0,0
