0.00011,0.000112,0.000114
0.20642,0.20519,0.20448
0.10703,0.10612,0.10615
0.10812,0.10717,0.10728
0.10799,0.10755,0.10737
0.10645,0.10657,0.10655
0.10665,0.10605,0.10601
0.10698,0.10863,0.10662
0.10617,0.10773,0.10656
0.106,0.10681,0.10644
0.10673,0.10817,0.10734
0.10634,0.10838,0.10668
0.1061,0.10731,0.10645
0.10608,0.10728,0.1065
0.10673,0.10688,0.1069
0.10715,0.10622,0.10644
0.1101,0.10649,0.10689
0.10791,0.10722,0.10785
0.10732,0.10634,0.10613
0.10737,0.1067,0.10652
0.10793,0.10645,0.1067
0.10895,0.10687,0.10723
0.10934,0.10707,0.10761
0.10845,0.10686,0.10665
0.10743,0.10648,0.10663
0.10793,0.10675,0.10702
0.11047,0.10696,0.10778
0.10816,0.10616,0.10635
0.10704,0.10514,0.10585
0.10608,0.10542,0.10637
0.10632,0.10528,0.10558
0.10649,0.10602,0.1062
0.10657,0.10592,0.10587
0.10701,0.1057,0.10576
0.10527,0.10549,0.10516
0.10577,0.10529,0.10542
0.10575,0.10606,0.10612
0.10905,0.10675,0.10524
0.10843,0.10586,0.10675
0.10704,0.10559,0.10557
0.10589,0.10604,0.10592
0.10705,0.10553,0.10575
0.10774,0.10538,0.10576
0.10667,0.10573,0.10603
0.10643,0.10592,0.10602
0.10537,0.10554,0.10565
0.10662,0.10554,0.10538
0.10731,0.10531,0.10539
0.10609,0.10535,0.10503
0.10569,0.1058,0.10619
0.10521,0.10551,0.10559
0.10674,0.10555,0.10579
0.10686,0.10513,0.10522
0.10716,0.10545,0.10583
0.10652,0.10581,0.10572
0.10501,0.10572,0.10574
0.10631,0.10559,0.10559
0.10506,0.10697,0.10529
0.10532,0.10588,0.1059
0.10648,0.10576,0.10554
0.10587,0.1055,0.10573
0.10686,0.1059,0.10608
0.10509,0.10718,0.10566
0.10605,0.10588,0.10575
0.10641,0.1054,0.1056
0.10545,0.10787,0.10593
0.10689,0.10601,0.10588
0.1068,0.10618,0.10577
0.10596,0.10654,0.10597
0.10637,0.10611,0.1064
0.10801,0.10689,0.10689
0.10729,0.10733,0.10716
0.1092,0.10686,0.1071
0.10911,0.10716,0.10714
0.10884,0.10717,0.10726
0.10938,0.10697,0.10671
0.11063,0.10756,0.10891
0.10821,0.10711,0.10887
0.10817,0.10725,0.10732
0.10723,0.10697,0.10679
0.10665,0.10681,0.10693
0.10872,0.10717,0.10716
0.10887,0.10692,0.10692
0.10763,0.10716,0.10741
0.10817,0.1067,0.10651
0.1073,0.10619,0.10627
0.10747,0.10581,0.10597
0.10638,0.10741,0.10632
0.10737,0.10613,0.10595
0.10778,0.10599,0.10634
0.10747,0.10608,0.10615
0.10726,0.10651,0.1065
0.10742,0.10655,0.10677
0.10913,0.1062,0.10641
0.10627,0.10604,0.10591
0.10673,0.10673,0.10635
0.10976,0.10681,0.10652
0.10668,0.1061,0.10641
0.10652,0.10681,0.10718
0.10766,0.10704,0.10728
0.1081,0.10683,0.10776
0.10794,0.10632,0.10789
0.10673,0.10699,0.10691
0.10802,0.10676,0.10666
0.10652,0.10723,0.10673
0.10848,0.10664,0.10672
0.10807,0.1071,0.10669
0.10802,0.10707,0.10694
0.10678,0.10699,0.10675
0.10813,0.10691,0.10665
0.10819,0.1068,0.10699
0.10849,0.10683,0.10723
0.10907,0.10691,0.10697
0.10689,0.1068,0.10685
0.10627,0.10656,0.1066
0.10647,0.10673,0.10677
0.10768,0.10662,0.10663
0.10645,0.10669,0.10682
0.10788,0.10641,0.10613
0.10879,0.10674,0.10705
0.10921,0.10749,0.10731
0.10842,0.10683,0.10695
0.10955,0.10733,0.10739
0.10917,0.10737,0.10665
0.1081,0.10702,0.10682
0.10852,0.10651,0.10632
0.10825,0.10684,0.10669
0.10809,0.10668,0.10662
0.10889,0.10645,0.10676
0.10835,0.10677,0.10676
0.10898,0.10983,0.10687
0.10846,0.10683,0.1069
0.10883,0.10729,0.10746
0.10909,0.10698,0.10673
0.10721,0.10672,0.10706
0.10786,0.10711,0.10697
0.10898,0.10699,0.10666
0.10782,0.1066,0.1065
0.10729,0.10711,0.107
0.10662,0.10719,0.10832
0.1066,0.10655,0.10679
0.11032,0.10688,0.10652
0.10868,0.10704,0.10674
0.10896,0.10678,0.10679
0.1072,0.10672,0.10687
0.10642,0.10674,0.10667
0.10639,0.10694,0.10679
0.1079,0.10646,0.10658
0.10843,0.10674,0.10706
0.1077,0.10695,0.10701
0.10733,0.1065,0.10639
0.10949,0.10765,0.11084
0.10854,0.10702,0.10895
0.10766,0.10628,0.10924
0.10861,0.10664,0.10844
0.10872,0.10685,0.10911
0.10745,0.1063,0.10848
0.10804,0.10802,0.10913
0.10606,0.10587,0.10892
0.10535,0.10499,0.10721
0.107,0.10538,0.10685
0.10641,0.10669,0.10855
0.10614,0.10657,0.10841
0.10665,0.1069,0.1094
0.10689,0.10695,0.10921
0.10848,0.10674,0.109
0.108,0.10659,0.10884
0.1079,0.10676,0.10815
0.10844,0.10631,0.10765
0.1066,0.10694,0.10801
0.10592,0.10608,0.10794
0.10805,0.10608,0.10805
0.10831,0.10691,0.10873
0.10789,0.10682,0.10831
0.10791,0.10707,0.10837
0.10632,0.1069,0.10863
0.1083,0.10659,0.10789
0.10893,0.10655,0.10828
0.10876,0.10694,0.10867
0.10864,0.10715,0.10927
0.10867,0.10685,0.10855
0.10887,0.10709,0.10728
0.10691,0.10661,0.10881
0.1064,0.10641,0.10773
0.10685,0.10629,0.1075
0.10669,0.10655,0.10926
0.10834,0.10654,0.10803
0.10726,0.10629,0.10827
0.10792,0.10647,0.10862
0.10697,0.10598,0.10823
0.10631,0.10671,0.10798
0.10716,0.10602,0.10818
0.10808,0.1073,0.10892
0.10712,0.10627,0.10791
0.10905,0.10668,0.10863
0.10682,0.10619,0.10778
0.10934,0.10661,0.10842
0.10718,0.10642,0.10822
0.1084,0.10657,0.10857
0.10846,0.10684,0.10842
0.10602,0.10659,0.10889
0.10771,0.10668,0.10858
0.10732,0.10668,0.1092
0.10653,0.10684,0.10836
0.10833,0.10713,0.10947
0.10842,0.10655,0.10795
0.10691,0.10671,0.10866
0.1093,0.10702,0.1085
0.10635,0.1069,0.1083
0.10698,0.10664,0.10913
0.10862,0.10674,0.10827
0.10794,0.10686,0.10949
0.10697,0.10688,0.10838
0.10733,0.10666,0.10877
0.1093,0.10655,0.10869
0.10842,0.1066,0.10893
0.10943,0.10681,0.109
0.10769,0.10653,0.10908
0.10951,0.10674,0.10863
0.10786,0.1072,0.10866
0.10878,0.10697,0.10938
0.10686,0.1068,0.10913
0.10844,0.10662,0.10915
0.10845,0.10701,0.10931
0.10842,0.10717,0.10892
0.10847,0.10658,0.10838
0.10598,0.10592,0.10847
0.10855,0.10631,0.10842
0.1083,0.10633,0.10838
0.10837,0.10652,0.10853
0.10659,0.10688,0.10908
0.10747,0.10631,0.10815
0.10754,0.10646,0.10922
0.1063,0.10662,0.10829
0.10689,0.10681,0.10783
0.10637,0.10672,0.10751
0.10728,0.10673,0.10845
0.10694,0.10746,0.10865
0.10851,0.10713,0.10867
0.10658,0.10659,0.10854
0.10845,0.10678,0.10851
0.10755,0.10665,0.10848
0.10859,0.10655,0.10836
0.10832,0.10588,0.10884
0.10844,0.10639,0.1082
0.10871,0.1059,0.10777
0.10813,0.10688,0.10857
0.10642,0.10627,0.10823
0.10844,0.10682,0.1093
0.1093,0.10664,0.10921
0.10636,0.10609,0.1084
0.1089,0.10694,0.10834
0.10947,0.10626,0.10906
0.10899,0.10682,0.1087
0.10754,0.10649,0.10841
0.10775,0.10641,0.10851
0.10791,0.10664,0.10896
0.10653,0.10688,0.10866
0.10623,0.10639,0.10845
0.1083,0.10688,0.10826
0.10773,0.1067,0.10855
0.10628,0.10652,0.10827
0.1084,0.10737,0.1078
0.10764,0.10624,0.10673
0.10858,0.10663,0.10826
0.10651,0.10691,0.10864
0.10828,0.10651,0.10867
0.10798,0.10678,0.10799
0.10892,0.10656,0.10826
0.1087,0.10646,0.10852
0.1092,0.10699,0.10873
0.10745,0.10707,0.10717
0.10727,0.1064,0.10818
0.1084,0.10683,0.10719
0.10906,0.10707,0.10884
0.10817,0.10637,0.10844
0.10747,0.10655,0.10838
0.10639,0.10621,0.10773
0.10633,0.10672,0.10882
0.10802,0.10656,0.10828
0.10848,0.10651,0.10869
0.10758,0.10677,0.10845
0.10866,0.10631,0.10784
0.10782,0.10629,0.10812
0.10673,0.10626,0.10875
0.10789,0.10654,0.10824
0.10754,0.10636,0.10872
0.1083,0.10701,0.10836
0.10764,0.10655,0.10869
0.10906,0.10682,0.10883
0.10763,0.10687,0.10905
0.1077,0.10622,0.1086
0.10654,0.10652,0.10809
0.1078,0.10703,0.10845
0.10762,0.1068,0.10862
0.10786,0.10615,0.1082
0.10738,0.10695,0.10784
0.10881,0.10648,0.10801
0.10631,0.10665,0.10858
0.10763,0.10698,0.10965
0.10619,0.10622,0.10855
0.10633,0.10666,0.10838
0.10756,0.10635,0.10897
0.10744,0.10638,0.10815
0.10626,0.10668,0.10899
0.10974,0.10666,0.10953
0.10736,0.1062,0.10844
0.10755,0.10674,0.10854
0.10792,0.10686,0.10906
0.10803,0.10679,0.10907
0.10798,0.1064,0.10854
