0.25863,0.25523,0.25565,0,0,0,0,0,0,0,0,0,0,0,0
0.1025,0.10104,0.09944,0,0,0,0,0,0,0,0,0,0,0,0
0.019193,0.021411,0.021374,0,0,0,0,0,0,0,0,0,0,0,0
0.023248,0.023317,0.023196,0,0,0,0,0,0,0,0,0,0,0,0
0.021384,0.020919,0.020785,0,0,0,0,0,0,0,0,0,0,0,0
0.034565,0.034368,0.034212,0,0,0,0,0,0,0,0,0,0,0,0
0.011171,0.011029,0.010777,0,0,0,0,0,0,0,0,0,0,0,0
0.01049,0.01028,0.010152,0,0,0,0,0,0,0,0,0,0,0,0
0.010593,0.010532,0.010195,0,0,0,0,0,0,0,0,0,0,0,0
0.010447,0.010255,0.010056,0,0,0,0,0,0,0,0,0,0,0,0
0.010307,0.010204,0.009981,0,0,0,0,0,0,0,0,0,0,0,0
0.010133,0.010185,0.009956,0,0,0,0,0,0,0,0,0,0,0,0
0.00989,0.009787,0.009706,0,0,0,0,0,0,0,0,0,0,0,0
0.009853,0.009713,0.009731,0,0,0,0,0,0,0,0,0,0,0,0
0.009952,0.009689,0.009635,0,0,0,0,0,0,0,0,0,0,0,0
0.00965,0.009697,0.009702,0,0,0,0,0,0,0,0,0,0,0,0
0.010072,0.009669,0.009587,0,0,0,0,0,0,0,0,0,0,0,0
0.009667,0.009673,0.009673,0,0,0,0,0,0,0,0,0,0,0,0
0.009736,0.009843,0.009862,0,0,0,0,0,0,0,0,0,0,0,0
0.010297,0.010526,0.010202,0,0,0,0,0,0,0,0,0,0,0,0
0.010401,0.010537,0.010251,0,0,0,0,0,0,0,0,0,0,0,0
0.010521,0.010494,0.010054,0,0,0,0,0,0,0,0,0,0,0,0
0.010488,0.010417,0.01022,0,0,0,0,0,0,0,0,0,0,0,0
0.010092,0.010369,0.010193,0,0,0,0,0,0,0,0,0,0,0,0
0.010113,0.01078,0.010302,0,0,0,0,0,0,0,0,0,0,0,0
0.010534,0.010447,0.010422,0,0,0,0,0,0,0,0,0,0,0,0
0.010517,0.010254,0.010059,0,0,0,0,0,0,0,0,0,0,0,0
0.009761,0.010416,0.009871,0,0,0,0,0,0,0,0,0,0,0,0
0.009993,0.010148,0.009574,0,0,0,0,0,0,0,0,0,0,0,0
0.009675,0.010382,0.00989,0,0,0,0,0,0,0,0,0,0,0,0
0.009612,0.010069,0.009542,0,0,0,0,0,0,0,0,0,0,0,0
0.009651,0.010422,0.009541,0,0,0,0,0,0,0,0,0,0,0,0
0.009625,0.010077,0.00955,0,0,0,0,0,0,0,0,0,0,0,0
0.009851,0.010012,0.009524,0,0,0,0,0,0,0,0,0,0,0,0
0.009718,0.009993,0.00951,0,0,0,0,0,0,0,0,0,0,0,0
0.010154,0.010052,0.009563,0,0,0,0,0,0,0,0,0,0,0,0
0.010106,0.010028,0.009574,0,0,0,0,0,0,0,0,0,0,0,0
0.010145,0.010027,0.009768,0,0,0,0,0,0,0,0,0,0,0,0
0.01048,0.010046,0.009689,0,0,0,0,0,0,0,0,0,0,0,0
0.010091,0.010066,0.009544,0,0,0,0,0,0,0,0,0,0,0,0
0.010116,0.010017,0.009595,0,0,0,0,0,0,0,0,0,0,0,0
0.010121,0.010043,0.009978,0,0,0,0,0,0,0,0,0,0,0,0
0.010498,0.010151,0.009931,0,0,0,0,0,0,0,0,0,0,0,0
0.010076,0.010015,0.009697,0,0,0,0,0,0,0,0,0,0,0,0
0.010106,0.010052,0.009666,0,0,0,0,0,0,0,0,0,0,0,0
0.010073,0.010129,0.009862,0,0,0,0,0,0,0,0,0,0,0,0
0.010128,0.010138,0.009667,0,0,0,0,0,0,0,0,0,0,0,0
0.010068,0.010106,0.00965,0,0,0,0,0,0,0,0,0,0,0,0
0.010144,0.010183,0.009628,0,0,0,0,0,0,0,0,0,0,0,0
0.010252,0.01045,0.009606,0,0,0,0,0,0,0,0,0,0,0,0
0.010232,0.010247,0.009618,0,0,0,0,0,0,0,0,0,0,0,0
0.010095,0.010548,0.010019,0,0,0,0,0,0,0,0,0,0,0,0
0.010096,0.010429,0.009563,0,0,0,0,0,0,0,0,0,0,0,0
0.010028,0.010134,0.009739,0,0,0,0,0,0,0,0,0,0,0,0
0.010102,0.010475,0.009625,0,0,0,0,0,0,0,0,0,0,0,0
0.010273,0.01016,0.009688,0,0,0,0,0,0,0,0,0,0,0,0
0.010205,0.010519,0.010001,0,0,0,0,0,0,0,0,0,0,0,0
0.010435,0.010177,0.009668,0,0,0,0,0,0,0,0,0,0,0,0
0.010186,0.010583,0.010041,0,0,0,0,0,0,0,0,0,0,0,0
0.01057,0.010551,0.009766,0,0,0,0,0,0,0,0,0,0,0,0
0.01027,0.010342,0.009827,0,0,0,0,0,0,0,0,0,0,0,0
0.010628,0.010604,0.009739,0,0,0,0,0,0,0,0,0,0,0,0
0.010185,0.010064,0.010067,0,0,0,0,0,0,0,0,0,0,0,0
0.010127,0.009659,0.009651,0,0,0,0,0,0,0,0,0,0,0,0
0.010249,0.009702,0.009732,0,0,0,0,0,0,0,0,0,0,0,0
0.010585,0.009831,0.009698,0,0,0,0,0,0,0,0,0,0,0,0
0.010516,0.010176,0.009674,0,0,0,0,0,0,0,0,0,0,0,0
0.010255,0.010054,0.009885,0,0,0,0,0,0,0,0,0,0,0,0
0.01062,0.009774,0.00991,0,0,0,0,0,0,0,0,0,0,0,0
0.010196,0.010132,0.009864,0,0,0,0,0,0,0,0,0,0,0,0
0.010157,0.009812,0.009678,0,0,0,0,0,0,0,0,0,0,0,0
0.010127,0.010084,0.00986,0,0,0,0,0,0,0,0,0,0,0,0
0.010186,0.009773,0.009905,0,0,0,0,0,0,0,0,0,0,0,0
0.010116,0.010093,0.010159,0,0,0,0,0,0,0,0,0,0,0,0
0.010377,0.009846,0.010167,0,0,0,0,0,0,0,0,0,0,0,0
0.010415,0.010169,0.010125,0,0,0,0,0,0,0,0,0,0,0,0
0.01045,0.009848,0.009721,0,0,0,0,0,0,0,0,0,0,0,0
0.010473,0.010123,0.009734,0,0,0,0,0,0,0,0,0,0,0,0
0.01036,0.009809,0.009897,0,0,0,0,0,0,0,0,0,0,0,0
0.010578,0.010124,0.010087,0,0,0,0,0,0,0,0,0,0,0,0
0.010182,0.009833,0.009757,0,0,0,0,0,0,0,0,0,0,0,0
0.01039,0.010087,0.009721,0,0,0,0,0,0,0,0,0,0,0,0
0.010328,0.009771,0.009892,0,0,0,0,0,0,0,0,0,0,0,0
0.010355,0.009841,0.009828,0,0,0,0,0,0,0,0,0,0,0,0
0.010271,0.010368,0.010076,0,0,0,0,0,0,0,0,0,0,0,0
0.010219,0.010433,0.010015,0,0,0,0,0,0,0,0,0,0,0,0
