100.56,101.9,101.72
4.7257,4.483,4.5212
4.4119,4.4087,4.4633
5.0063,4.9674,5.0203
4.9367,4.7247,4.8056
4.9132,4.9886,4.7845
5.5024,4.8104,4.9961
5.0106,4.906,4.9896
4.9828,4.9099,4.9933
5.7144,5.6836,5.5933
4.3369,4.2658,4.2103
4.8575,4.9193,4.7899
4.2224,4.3685,4.4089
4.2988,4.4204,4.3445
4.2703,4.3265,4.2711
4.324,4.3368,4.3612
4.8935,4.6968,4.9018
4.9105,4.8856,4.8352
5.0084,4.7925,4.6414
5.0215,4.8215,4.8403
4.6033,4.9309,4.7993
4.8117,4.9273,4.7857
4.2311,4.3204,4.2993
4.2548,4.3195,4.3229
4.2789,4.2485,4.2391
4.2824,4.3409,4.2811
4.3142,4.67,4.3036
4.3518,4.5661,4.2981
4.3234,4.4325,4.3115
5.7852,5.5839,5.6009
4.355,4.2401,4.3001
4.3479,4.2969,4.2953
4.3501,4.2422,4.3427
4.2917,4.4396,4.3129
4.5552,4.3105,4.2907
4.2813,4.2626,4.2535
4.3507,4.2753,4.2228
4.3722,4.3234,4.2548
4.2994,4.3058,4.3254
5.7125,5.5593,5.7351
4.9192,4.6993,4.8635
4.3272,4.4397,4.33
4.3371,4.3998,4.499
4.3607,4.3207,4.2776
4.3295,4.2266,4.3104
4.2587,4.3619,4.2435
4.3492,4.3433,4.3114
4.3394,4.3531,4.2437
4.2962,4.2653,4.2397
5.642,5.5849,5.692
4.7109,5.0842,4.9023
4.3112,4.3319,4.3266
4.8822,4.8455,4.8322
4.897,4.7867,4.8755
4.3328,4.2935,4.3114
4.442,4.3149,4.3028
4.3116,4.419,4.4083
4.34,4.3254,4.348
4.3037,4.31,4.338
5.7161,5.7359,5.6733
4.8866,4.8738,4.8369
4.8859,4.6925,4.7803
4.8357,4.8435,4.634
4.7097,4.7083,4.8491
4.7983,4.6464,4.8551
4.3152,4.1298,4.259
4.2717,4.2227,4.1455
4.3138,4.2787,4.247
4.2319,4.2953,4.1989
5.5313,5.5927,5.6927
4.3049,4.2997,4.3233
4.2923,4.3411,4.2726
4.305,4.2765,4.3086
4.2951,4.348,4.2932
4.2998,4.3071,4.2725
4.3282,4.3233,4.2744
4.3666,4.3714,4.2866
4.3215,4.3428,4.26
4.3723,4.3252,4.294
5.6159,5.6251,5.7467
4.2933,4.3355,4.2974
4.3432,4.3554,4.3147
4.3269,4.2933,4.2753
4.3303,4.3637,4.3822
4.3874,4.3387,4.3702
4.2599,4.3449,4.4223
4.3166,4.3027,4.3712
4.3615,4.3432,4.3283
4.3778,4.2147,4.2956
5.7022,5.6045,5.7212
4.8784,4.6976,4.7842
4.3394,4.3513,4.311
4.2966,4.3523,4.3321
4.3839,4.3133,4.2896
4.3023,4.3678,4.321
4.3795,4.3211,4.3196
4.3124,4.3398,4.3154
4.3605,4.2721,4.2661
4.3512,4.2941,4.2892
5.6767,5.6022,5.7042
4.3344,4.3609,4.3514
4.2915,4.3657,4.2952
4.2587,4.3136,4.3423
4.3307,4.256,4.2621
4.2843,4.245,4.2276
4.3295,4.2625,4.2806
4.293,4.2011,4.2336
4.3339,4.287,4.2398
4.2338,4.2961,4.3122
5.8228,5.4546,5.5453
4.2862,4.2527,4.2891
4.2011,4.1816,4.271
4.3226,4.2275,4.278
4.3229,4.2799,4.2673
4.2571,4.2803,4.2082
4.311,4.2652,4.3196
4.2261,4.3206,4.4231
4.3661,4.2735,4.273
4.3179,4.3317,4.2855
5.6427,5.7619,5.6815
4.2822,4.2813,4.3604
4.3652,4.3368,4.4004
4.373,4.2393,4.3203
4.3752,4.3328,4.3604
4.3956,4.2915,4.3419
4.3288,4.35,4.3387
4.3221,4.3064,4.3707
4.3595,4.3537,4.3063
4.2988,4.3558,4.3714
5.7134,5.7493,5.6149
4.3313,4.4071,4.3284
4.3033,4.3484,5.0599
4.3893,4.3227,4.3073
4.3518,4.3434,4.3523
4.3871,4.3007,4.3796
4.3599,4.2951,4.3322
4.3683,4.3805,4.294
4.3368,4.2636,4.3136
4.313,4.3169,4.3042
6.933,5.5856,5.6038
4.3136,4.4467,4.2558
4.334,4.3374,4.3089
4.2714,4.3772,4.3866
4.4017,4.3104,4.3584
4.3119,4.3914,4.4033
4.4026,4.5062,4.5542
4.4073,4.3767,4.4185
4.4749,4.3959,4.3375
4.4165,4.4296,4.3704
5.683,5.7953,5.6514
4.4082,4.4094,4.3061
