0.000166,0.000159,0.000144,0,0,0
0.041979,0.043118,0.041789,0,0,0
0.023602,0.023555,0.023356,0,0,0
0.022982,0.02285,0.022858,0,0,0
0.023149,0.023136,0.023152,0,0,0
0.023105,0.023048,0.023097,0,0,0
0.023904,0.023103,0.023786,0,0,0
0.023136,0.022949,0.023003,0,0,0
0.023302,0.023529,0.023255,0,0,0
0.022954,0.022982,0.023785,0,0,0
0.023564,0.023807,0.023735,0,0,0
0.023058,0.022883,0.023007,0,0,0
0.022668,0.022464,0.022482,0,0,0
0.023562,0.02408,0.023498,0,0,0
0.023,0.022853,0.022878,0,0,0
0.022711,0.022562,0.023885,0,0,0
0.02433,0.024279,0.024457,0,0,0
0.023924,0.022865,0.02302,0,0,0
0.022629,0.02253,0.022498,0,0,0
0.023636,0.023593,0.02378,0,0,0
0.022817,0.022717,0.022746,0,0,0
0.022286,0.022786,0.022683,0,0,0
0.023225,0.023253,0.023135,0,0,0
0.023282,0.022724,0.022608,0,0,0
0.0219,0.022053,0.022655,0,0,0
0.023015,0.023168,0.023279,0,0,0
0.02278,0.02278,0.023013,0,0,0
0.022739,0.022132,0.022022,0,0,0
0.023328,0.023254,0.023207,0,0,0
0.023202,0.022862,0.022896,0,0,0
0.022864,0.022697,0.022663,0,0,0
0.022494,0.022441,0.022344,0,0,0
0.022724,0.022964,0.022742,0,0,0
0.021972,0.022144,0.022033,0,0,0
0.023244,0.023607,0.023607,0,0,0
0.023118,0.022827,0.022817,0,0,0
0.023059,0.022297,0.022282,0,0,0
0.023345,0.023259,0.023619,0,0,0
0.022694,0.022763,0.023144,0,0,0
0.022187,0.022029,0.023843,0,0,0
0.02331,0.023285,0.02387,0,0,0
0.02255,0.022515,0.023165,0,0,0
0.022401,0.022291,0.022917,0,0,0
0.023174,0.023007,0.023723,0,0,0
0.022382,0.02234,0.023434,0,0,0
0.02194,0.021987,0.02263,0,0,0
0.023169,0.022856,0.022846,0,0,0
0.022613,0.022667,0.022826,0,0,0
0.023563,0.022574,0.022708,0,0,0
0.023369,0.023325,0.023274,0,0,0
0.022601,0.022426,0.023232,0,0,0
0.021799,0.021802,0.021995,0,0,0
0.023334,0.023092,0.023275,0,0,0
0.02249,0.022608,0.02253,0,0,0
